,0
0,-0.002863577803781784
1,-0.00542569217503479
2,0.0013526205602733825
3,-0.014426411799229835
4,-0.0028601388971642226
5,-0.003724011314932181
6,-0.009232114521253972
7,-0.006113908836130303
8,0.0019480805252143913
9,0.0008296123315437935
10,-0.009599639753372805
11,-0.005390597911302297
12,-0.012489196497854202
13,-0.0012407591018814166
14,-0.021374296295152067
15,-0.009874836016765524
16,-0.004198754362911939
17,-0.00925256844040057
18,-0.00010617599143345116
19,-0.016912184347624305
20,-0.012177423032835418
21,-0.004627371129317801
22,-0.006800961507151718
23,-0.010478026430833341
24,-0.012996478381610504
25,-0.02068565722820332
26,-0.0048536788080207295
27,-0.012278705716147396
28,-0.011273117613971604
29,0.001540646665275659
30,-0.00477447931213129
31,-0.014997057779739906
32,-0.0011816055360564068
33,-0.011086597040228074
34,-0.009788568582323815
35,0.0018599935414213085
36,0.0031831855689676836
37,-0.0022966950416541667
38,-0.004783047426053214
39,0.00017220078844920793
40,-0.004064852017305618
41,-0.016134431775209127
42,-0.009802274868402202
43,0.0019192808993560898
44,-0.006510774943885206
45,-0.003490150703956844
46,-0.015900072199692705
47,-0.0027342661396506165
48,0.000421110386310486
49,-0.004963663568308246
50,-0.011771250814907338
51,-0.0029550994950116845
52,-0.015395112526161853
53,-0.009888152829486102
54,-0.00241736319543227
55,0.003442683199706706
56,-0.013116490599740968
57,-0.016243232731598844
58,-0.003078935640315542
59,-0.0012519150614203796
60,-0.011827661024005147
61,-0.003614494217938318
62,-0.01011026110706795
63,0.000169124096474617
64,-0.012766527482002049
65,-0.005333966506476838
66,-0.0018453796447472602
67,-0.005077614219777565
68,-0.01603276481144688
69,-0.0038644636681536585
70,-0.006126952420090747
71,-0.005385198536873768
72,-0.014461807511570788
73,-0.014049880700397154
74,-0.016004284492468303
75,-0.004470180228909396
76,-0.0007750761445630409
77,-0.01570780207479045
78,-0.003481124205875173
79,-0.01532589315826032
80,-0.01127919535053698
81,-0.002347733813568241
82,-0.00569281155649564
83,-0.0019218168223691019
84,-0.01296955281294758
85,-0.006697482433313466
86,-0.0035127226314528776
87,-0.005027946790487955
88,-0.012130776268463466
89,-0.006300404732929264
90,-0.011255605077185026
91,-0.02309068774102513
92,-0.010389320286360498
93,-0.008325946019782178
94,0.0013109977422938296
95,-0.011397583263451024
96,-0.012853833103332305
97,-0.0013003294224784904
98,-0.0054913545697693345
99,-0.007368555458009365
100,-0.005967201359660168
101,0.0006199194281588611
102,-0.003900168909867046
103,-0.011107648745212976
104,-0.013893621555293268
105,-0.003816083633555235
106,0.0002992272264210551
107,-0.002688799417449227
108,-0.0032225680952592552
109,-0.0053087458970419
110,-0.0016117485317870782
111,-0.008176019011144174
112,-0.01081188278389288
113,-0.0073065963224229116
114,-0.004564803958536031
115,-0.01825751216577568
116,-0.005028951316106301
117,-0.003169290252444878
118,-0.005830871204540036
119,-0.016996717627156287
120,-0.0016697945902290658
121,-0.016560281350320886
122,0.001029636998694516
123,-0.00900330163094581
124,-0.005631492443934513
125,-0.007823928395014005
126,-0.005033213977792923
127,-0.008046614902302194
128,-0.005329691907169901
129,-0.008212789073899707
130,0.00012408264564012084
131,-0.011370093861785105
132,-0.014149980725359787
133,-0.01848508135386361
134,-0.015516765789530412
135,-0.01142569249282786
136,-0.0032183395007167126
137,-0.008191357581600372
138,-0.009247236641397937
139,-0.005574996252961428
140,-0.014885764890137135
141,-0.013917735192483086
142,-0.003438245343858653
143,-0.0026446502488996462
144,-0.013809634152686868
145,-0.003516349496078404
146,-0.018078818944911958
147,-0.0030531667419542905
148,-0.017033682919741538
149,-0.007262133820830928
150,-0.008788619233448178
151,-0.019468125106826488
152,-0.01572244800727971
153,-0.007987199895643648
154,-0.028093184309043322
155,-0.006849046215747424
156,-0.005344853202675151
157,-0.00825053869443811
158,-0.0038529329448642674
159,-0.022687973143981657
160,-0.0005066260936036494
161,-0.008206556334895499
162,-0.007022884626592597
163,-0.01525402215990795
164,-0.004544109267196439
165,-0.0016653744193719394
166,-0.0035902534404150302
167,-0.01563664533347555
168,-0.00339387349220135
169,0.0009794530395307525
170,-0.007354979866139921
171,-0.002258465272602885
172,-0.008995181823142614
173,-0.003872314878417151
174,0.0022570160381996385
175,-0.007087184621078398
176,-0.012095332643453785
177,0.0001700797280044056
178,-0.009420387689175956
179,-0.011570050010574403
180,-0.004426869409012124
181,-0.015291745353306407
182,-0.007929798822474349
183,-0.014331675029341868
184,-0.013074790186594376
185,-0.015154238951770474
186,-0.015581060530296367
187,-0.008382076167751027
188,-0.004281690673602614
189,-0.021585334317337924
190,-0.0038762783554805017
191,-0.008788032753976587
192,-0.011602426215027961
193,-0.008440827032953313
194,-0.013126901581297154
195,-0.004942698801333111
196,-0.0011687549953323603
197,-0.006937399905555997
198,-0.005271869109395351
199,-0.01229849039831788
200,-0.007883276902662596
201,-0.006837434853640373
202,-0.0039516510156212365
203,-0.021315914357995337
204,-0.002130131594289183
205,-0.01341629712843044
206,-0.005817856531476098
207,-0.005036496720864394
208,-0.013481156007645202
209,-0.014274644376191655
210,-0.015903036842561998
211,-0.004020225491828962
212,-0.016338201877755063
213,-0.018191460141112493
214,-0.008577676911699193
215,-0.014971475021622072
216,0.0023957652522728695
217,-0.015927991552870585
218,-0.002620266363677484
219,-0.009306628159276888
220,-0.002837351714076065
221,-0.003882951541862592
222,-0.019142654836950355
223,-0.015432296211855923
224,-0.01289011206147162
225,-0.00917539317205409
226,-0.008335657960962984
227,-0.004382296234236192
228,-0.004576342173808966
229,-0.009533984945429891
230,-0.004509661186876275
231,-0.0036945260022664466
232,-0.01480207410644383
233,-0.014073279438537301
234,-0.004548509737722789
235,-0.011344045623531645
236,-0.002624288876420394
237,-0.012519580691310036
238,-0.006664506978380705
239,-0.01361989157787176
240,0.0011332225427152377
241,-0.00898162760944992
242,-0.0015843929490331754
243,-0.01791083105032104
244,0.00037012499850696965
245,-0.012357700568685358
246,-0.011069789231233603
247,-0.008353658453232526
248,-0.011893688629422097
249,-0.014556684820460863
250,-0.003555070618053033
251,-0.006468184841697938
252,-0.008956118860601023
253,-0.011806816179520715
254,-0.010348338109654374
255,-0.007619139843213556
256,-0.015360317999866003
257,-0.002398698062054512
258,-0.0018246160131022242
259,-0.010510251374888296
260,-0.002698399269902968
261,-0.003604309394851399
262,-0.005177350810812749
263,-0.01956512505626624
264,-0.011192445666609319
265,-0.014722660035126612
266,-0.0035248168289170726
267,-0.00756196530702063
268,0.000461134865553161
269,0.0001923552957652312
270,-0.0034438582471677777
271,-0.0053533593124427984
272,-0.005614983158692237
273,-0.009848803343484083
274,-0.005556084339593937
275,-0.0036273928974078704
276,-0.004957906676364762
277,-0.008312111620214117
278,-0.009044938378855207
279,-0.009733229014440788
280,-0.0026163337343246295
281,-0.006461890692745967
282,-0.005958234682155068
283,-0.010084124602100068
284,0.002703803972802641
285,-0.012095057092095175
286,-0.0049326254008579
287,-0.006623419070131098
288,-0.005518695927850229
289,-0.002087546149103157
290,-0.02272717020692595
291,0.0015012099761090925
292,-0.015123274837890523
293,-0.0009453934635327919
294,-0.009134710580042968
295,-0.005190715584792069
296,-0.005397311861470889
297,-0.006764748098512385
298,-0.011150944553156647
299,-0.030580756021367256
