0.0,2003.675025,6558.847292,142.7408889,0.0,0.0,0.0
0.2,2003.4524788937613,6525.18362812886,142.8471651536431,50.0,6.0,16000.0
0.4,2003.5897997268112,6553.458116828559,142.45747272256384,50.0,6.0,16000.0
0.6000000000000001,2003.7375291266062,6594.555641555581,142.21240306031615,50.0,6.0,16000.0
0.8,2004.088594429128,6635.766371478113,141.95869196344108,50.0,6.0,16000.0
1.0,2004.7313138857987,6678.127775431746,141.8007239994397,50.0,6.0,16000.0
1.2000000000000002,2005.5889881447822,6721.646722925346,141.59507950999787,50.0,6.0,16000.0
1.4000000000000001,2006.309947159128,6767.607400022217,141.384738370098,50.0,6.0,16000.0
1.6,2007.094816912444,6814.399249774971,141.21120053393773,50.0,6.0,16000.0
1.8,2007.8527293068473,6860.619110243807,141.07227417034736,50.0,6.0,16000.0
2.0,2008.6417771004662,6907.282846463702,140.90843325228477,50.0,6.0,16000.0
2.2,2009.30632130639,6953.293425143103,140.70066931836388,50.0,6.0,16000.0
2.4000000000000004,2009.9893839660235,6999.560402072636,140.5619247388747,50.0,6.0,16000.0
2.6,2010.67401311912,7045.415401019398,140.39440909429834,50.0,6.0,16000.0
2.8000000000000003,2011.2049541842641,7090.496183916198,140.14418746038245,50.0,6.0,16000.0
3.0,2011.7597744036577,7134.682589730304,139.96200147371184,50.0,6.0,16000.0
3.2,2012.269070808803,7177.836797594465,139.78939074186,50.0,6.0,16000.0
3.4000000000000004,2012.776297429031,7221.414555359903,139.67103214234436,50.0,6.0,16000.0
3.6,2013.19684814181,7263.665395937069,139.52018137044664,50.0,6.0,16000.0
3.8000000000000003,2013.633152573136,7305.802875323144,139.2924295603077,50.0,6.0,16000.0
4.0,2014.0831457361664,7347.2680178742985,139.11340019505883,50.0,6.0,16000.0
4.2,2014.4354007471793,7387.229018077304,138.91632628682032,50.0,6.0,16000.0
4.4,2014.823768817069,7428.738017378966,138.73695933400484,50.0,6.0,16000.0
4.6000000000000005,2015.1730093393764,7468.274419451019,138.5620221334001,50.0,6.0,16000.0
4.800000000000001,2015.5325272158545,7507.284465910876,138.4075839564367,50.0,6.0,16000.0
5.0,2015.8308062154026,7545.715325018924,138.2203623706403,50.0,6.0,16000.0
5.2,2016.1180054364736,7583.9742641251405,138.07639104341118,50.0,6.0,16000.0
5.4,2016.4365476952246,7621.457852252723,137.9210264419194,50.0,6.0,16000.0
5.6000000000000005,2016.684967529381,7658.1966170408905,137.81033123708735,50.0,6.0,16000.0
5.800000000000001,2016.9614037522185,7695.110662247005,137.72985619763045,50.0,6.0,16000.0
6.0,2017.2299000631385,7730.8084564042965,137.64239911285284,50.0,6.0,16000.0
6.2,2017.53611728048,7766.441253914623,137.59041569657666,50.0,6.0,16000.0
6.4,2017.8116520344909,7802.120308948964,137.496014022632,50.0,6.0,16000.0
6.6000000000000005,2018.0757410537378,7836.6603424901095,137.36357036845297,50.0,6.0,16000.0
6.800000000000001,2018.3338221237389,7870.727637869897,137.26769025689006,50.0,6.0,16000.0
